lemma,frequency,rank
πνευματώδη,6,32243
πνευμόνι,6,32244
ποδάρα,6,32245
πόζαρας,6,32246
πόθηση,6,32247
πολέμιο,6,32248
πολιούχος,6,32249
πολύδιαστα,6,32250
ποσύδιαστατος,6,32251
πολυκαταλαβαίνω,6,32252
πολύπλευρος,6,32253
πολυπολιτισμικότητα,6,32254
πολυσυμπάζω,6,32255
πολυσυμπαίνω,6,32256
πολώνας,6,32257
πονόλαιμο,6,32258
πονούσης,6,32259
ποντικοκούρα,6,32260
πόντιο,6,32261
πορνοταινίος,6,32262
πορύ,6,32263
πορτατίφ,6,32264
πορτούλα,6,32265
πόσιμος,6,32266
πότισα,6,32267
πουσταρά,6,32268
πράσος,6,32269
πρελούδιο,6,32270
πρέση,6,32271
πρήξιμα,6,32272
πρήξω,6,32273
προάγομαι,6,32274
προαίρεση,6,32275
προβαρίζω,6,32276
πρόβλητα,6,32277
προβοκάτορας,6,32278
προγραμμάτιζης,6,32279
προδείνω,6,32280
προέβλεψα,6,32281
προεγχειρητικός,6,32282
προηλαμβάνω,6,32283
πρόκος,6,32284
προκαλούμενος,6,32285
προλετάριο,6,32286
προμαχώνο,6,32287
πρόμηθευση,6,32288
προξένηση,6,32289
προπαγανδιστικός,6,32290
προπάππο,6,32291
προπολεμικός,6,32292
προσαρώ,6,32293
προσάρτημα,6,32294
προσδιόρι,6,32295
προσευχός,6,32296
προσκείμενος,6,32297
πρόσκυνηση,6,32298
προσπεράζω,6,32299
προστέχω,6,32300
προστυχία,6,32301
προσφώνηση,6,32302
προσχώρηση,6,32303
προτεταμένος,6,32304
πρότζέκτορας,6,32305
προϋπαντώ,6,32306
προφιτερόλ,6,32307
προφελάζω,6,32308
προχειροδουλειό,6,32309
προωθήτηρα,6,32310
πρώιμη,6,32311
πρωταγωνιστήτες,6,32312
πρωταγωνίστηση,6,32313
πρωτεργάτης,6,32314
πρωτίστης,6,32315
πρωτοείδε,6,32316
πρωτοείπε,6,32317
πρωτοκάνω,6,32318
πρωτομπάκω,6,32319
πρωτότυπα,6,32320
πυγμαχώ,6,32321
πυγμεχώ,6,32322
πυραυλικά,6,32323
ραίβω,6,32324
ραδιολογικός,6,32325
ραδιοταξί,6,32326
ραλίστα,6,32327
ραμαζάνι,6,32328
ραμμένος,6,32329
ράμφη,6,32330
ρέος,6,32331
ρεζίλευη,6,32332
ρέπομαι,6,32333
ρετσινιά,6,32334
ρεφνώ,6,32335
ρήμαξα,6,32336
ριμέικ,6,32337
ριψοκινδύνεψη,6,32338
ροδαλάς,6,32339
ροδαλός,6,32340
ροδέλα,6,32341
ροζάριο,6,32342
ρουμάνος,6,32343
ρούσος,6,32344
ρουστίκ,6,32345
ρυθμιζόμενος,6,32346
ρυπαρός,6,32347
ρωμαιοκαθολικός,6,32348
σαγανεύω,6,32349
σαδίστρι,6,32350
σακατέπω,6,32351
σακιτώ,6,32352
σαουδάραβας,6,32353
σαραβαίνω,6,32354
σάρκαζη,6,32355
σάρω,6,32356
σγουρός,6,32357
σγουρομάλλικος,6,32358
σέκτης,6,32359
σελάχι,6,32360
σεντούκια,6,32361
σερβιρισμένος,6,32362
σηκωτής,6,32363
σημάδευα,6,32364
σιβηρικός,6,32365
σιγοκαίνω,6,32366
σιδέρικα,6,32367
σιδέρωνη,6,32368
σιδερώστρα,6,32369
σιδηροτροχιά,6,32370
σινιορίνα,6,32371
σιρκουί,6,32372
σίτος,6,32373
σιφονιέρα,6,32374
σιχαμένα,6,32375
σκαμνιά,6,32376
σκάμπαζη,6,32377
σκανταλιά,6,32378
σκάπω,6,32379
σκαραβαίο,6,32380
σκάφη,6,32381
σκέπαστρο,6,32382
σκευοφόρο,6,32383
σκευός,6,32384
σκιερό,6,32385
σκιρτώ,6,32386
σκλήθρα,6,32387
σκοντάμαι,6,32388
σκόνταφτης,6,32389
σκόπελο,6,32390
σκοπεύτρια,6,32391
σκοτίας,6,32392
σκουπάκι,6,32393
σκουρόχρωμα,6,32394
σκούφιο,6,32395
σκυλίσιος,6,32396
σκυλολός,6,32397
σκυλόψαρα,6,32398
σκυλόψαρο,6,32399
σμιλεμένος,6,32400
σμίλη,6,32401
σμιχτά,6,32402
σοβάρω,6,32403
σοδομία,6,32404
σοδομιστής,6,32405
σονάτης,6,32406
σουηδούς,6,32407
σουρώνω,6,32408
σπάρνω,6,32409
σπατάλώ,6,32410
σπόντα,6,32411
σπουδασμένος,6,32412
σπουδάστρια,6,32413
σπρίντερ,6,32414
σπωωξώ,6,32415
σταλινιστής,6,32416
σταλμένα,6,32417
σταμάταγας,6,32418
στάνος,6,32419
σταύρο,6,32420
σταυροβελονιά,6,32421
σταυροδρόμιο,6,32422
σταυρωμένω,6,32423
σταυρωτής,6,32424
στεγανοποιώ,6,32425
στεγάστικος,6,32426
στέγνωμα,6,32427
στεναχώριος,6,32428
στέρεψα,6,32429
στεφανώνω,6,32430
στεφθής,6,32431
στέμαι,6,32432
στηθάκιο,6,32433
στίλετο,6,32434
στολίστης,6,32435
στολός,6,32436
στομωμένω,6,32437
στραβοκατάπιο,6,32438
στράβωνη,6,32439
στράπλης,6,32440
στράτευση,6,32441
στρατιωτίνα,6,32442
στρατολογία,6,32443
στρατολογικός,6,32444
στρρφώ,6,32445
στρέφομαι,6,32446
στροβιλισμός,6,32447
στροβοσκόπιο,6,32448
στρουθοκάμηλο,6,32449
στρωσίδιο,6,32450
στρώσιμο,6,32451
στυγνή,6,32452
στυγνό,6,32453
συγγράφω,6,32454
συγκάλεσο,6,32455
συγκέντρωνη,6,32456
συγυρισμένος,6,32457
συγχαίνω,6,32458
συζούς,6,32459
συζυγία,6,32460
σύλλεξη,6,32461
συλλογιζόμαι,6,32462
συμβούλευ,6,32463
συμβούλεψα,6,32464
συμπαιγνία,6,32465
συμπαραστέκομαι,6,32466
σύμπασχη,6,32467
συμπατριωτής,6,32468
συμπέθερος,6,32469
συμπεριφερχώ,6,32470
συμπλέκω,6,32471
συμφιλίωσος,6,32472
συναδέλφωση,6,32473
συνάδερφο,6,32474
συναθροίζω,6,32475
συναλλαγματικός,6,32476
συναλλάσσομαι,6,32477
συνάνοω,6,32478
συναρμόλογηση,6,32479
συναρπώζω,6,32480
συνδώ,6,32481
συνεργεί,6,32482
συνέυρεση,6,32483
συνεφερώ,6,32484
συνεχάρω,6,32485
συνηγορώ,6,32486
συνθέτρια,6,32487
συνθηκολογώ,6,32488
συνοικιακός,6,32489
συντάκτρια,6,32490
συσκευασμένος,6,32491
συσκέω,6,32492
συσπείρωση,6,32493
συσσωρώ,6,32494
σύντηνω,6,32495
σύσχετιση,6,32496
σφαγήν,6,32497
σφάξιμο,6,32498
σφήγκας,6,32499
σφηνωθώ,6,32500
σφήνω,6,32501
σφήνωση,6,32502
σφουγγάριζης,6,32503
σφουγγίζω,6,32504
σφυριχτός,6,32505
σχάρη,6,32506
σχέσει,6,32507
σχετιζώ,6,32508
σχετίζομαι,6,32509
σχετιζόμενος,6,32510
σχίζη,6,32511
σχολιαστής,6,32512
σωβινιστής,6,32513
σωματιδιακός,6,32514
σωματότυπο,6,32515
σωσίβια,6,32516
σωφρονίζω,6,32517
ταβερνιάρη,6,32518
ταγμένος,6,32519
ταϊλανδέζα,6,32520
τακτοποιές,6,32521
τάλιρα,6,32522
τανζανία,6,32523
τάξος,6,32524
τάρας,6,32525
ταρίχω,6,32526
ταρίφας,6,32527
ταρτάν,6,32528
τάσο,6,32529
ταχυδακτυλουρικός,6,32530
ταχύμετρο,6,32531
τεθύς,6,32532
τεκμηριώμενος,6,32533
τέκνος,6,32534
τεμπέλαρος,6,32535
τέντωση,6,32536
τεξανό,6,32537
τέρψη,6,32538
τέτανος,6,32539
τετράποδας,6,32540
τετράφυλλος,6,32541
τζακάρτα,6,32542
τζαμαϊκάνιος,6,32543
τζάνκι,6,32544
τζενεράλος,6,32545
τηγάνισμα,6,32546
τηλεγραφώ,6,32547
τηλεγρίφομαι,6,32548
τηλεκάρτα,6,32549
τηλεμάζω,6,32550
τηλεπάθεια,6,32551
τηλεπαιχνίδιο,6,32552
τηλεσκοπικός,6,32553
τηλεταινία,6,32554
τηλεφωνάκι,6,32555
τήρώ,6,32556
τιβέριε,6,32557
τιβέριου,6,32558
τίγρηο,6,32559
τιθάγω,6,32560
τίλιο,6,32561
τιμητικά,6,32562
τοιάμτος,6,32563
τοιούτος,6,32564
τοιχοκόλληση,6,32565
τοματόσουπο,6,32566
τοξικολόγος,6,32567
τοπογράφηση,6,32568
τοπογραφικός,6,32569
τουλίπας,6,32570
τούμπανο,6,32571
τρω,6,32572
τραβιέμαι,6,32573
τραγώ,6,32574
τραπεζομάντηλα,6,32575
τρωσώ,6,32576
τράπικος,6,32577
τραύλιζος,6,32578
τρωνώ,6,32579
τρελαμένα,6,32580
τρελωπιδαίνω,6,32581
τρέχαμα,6,32582
τρέχανε,6,32583
τριακόσιο,6,32584
τριγύριζος,6,32585
τριγύρνα,6,32586
τρίξιμα,6,32587
τριπλασίαση,6,32588
τριτοβάθμιος,6,32589
τριχοφυΐα,6,32590
τριψήφιος,6,32591
τρομοκράνομαι,6,32592
τρομπετίστα,6,32593
τροφοδοτικό,6,32594
τροχονόμο,6,32595
τρύγος,6,32596
τρυπανιός,6,32597
τρώγλα,6,32598
τσάκιζα,6,32599
τσακωτός,6,32600
τσαντιστής,6,32601
τσαρλάτανος,6,32602
τσάρου,6,32603
τσατίζομαι,6,32604
τσαχπίνα,6,32605
τσαχπινιά,6,32606
τσεχίας,6,32607
τσιμέν,6,32608
τσίριγμα,6,32609
τσιτσιρίζω,6,32610
τσουβάλιο,6,32611
τύλιξα,6,32612
τυπογράφειο,6,32613
τυφέκι,6,32614
τυφοειδή,6,32615
τυχύς,6,32616
υδρατμός,6,32617
υδρογονάνθρακας,6,32618
υδροξείδιο,6,32619
υδρορρός,6,32620
υλισμός,6,32621
υπάγος,6,32622
υπεράκτιος,6,32623
υπεράνθρωπας,6,32624
υπεραρκετής,6,32625
υπερβαίνη,6,32626
υπορέβω,6,32627
υπερθέαμα,6,32628
υπέρμετρο,6,32629
υπερνίκηση,6,32630
υπερνίσω,6,32631
υπερφόρτιση,6,32632
υπερχείλιση,6,32633
υπναράς,6,32634
υπνοβατούσα,6,32635
υπνωτική,6,32636
υποβοήθηση,6,32637
υπογεγραμμένος,6,32638
υποδεκανέας,6,32639
υποδιάζω,6,32640
υποδούλωση,6,32641
υποθερμικός,6,32642
υποκίνω,6,32643
υποκριτικά,6,32644
υπολειτουργώ,6,32645
υποναύαρχος,6,32646
υπονόμευη,6,32647
ύποπτης,6,32648
υποσιτισμένος,6,32649
υποστύλωμα,6,32650
υποσύνολο,6,32651
υποτείνω,6,32652
υποτιμημένος,6,32653
υποχρεώ,6,32654
υποχρέω,6,32655
ύστα,6,32656
ύφωλος,6,32657
πισσταίνω,6,32658
φαγωθής,6,32659
φακελώνω,6,32660
φακιδιάρα,6,32661
φακίρηδα,6,32662
φαλαινοθηρία,6,32663
φανερωθής,6,32664
φανω,6,32665
φαντασιόπληκ,6,32666
φαντασιώνομαι,6,32667
φασαριόζικος,6,32668
φασικός,6,32669
φασούλι,6,32670
φερέγγυος,6,32671
φεύγος,6,32672
φθάνη,6,32673
φιλαυτία,6,32674
φίλμαρη,6,32675
φιλονικώ,6,32676
φιλοξενής,6,32677
φιλοξενουμένος,6,32678
φιλόσοφε,6,32679
φιλότιμος,6,32680
φιλώτα,6,32681
φινλανδικός,6,32682
φιντάνια,6,32683
φιορίνι,6,32684
φιρί,6,32685
φλαμανδικά,6,32686
φλέγομαι,6,32687
φλίπερ,6,32688
φλογερά,6,32689
φλογοβόλος,6,32690
φλομπέρ,6,32691
φλόριν,6,32692
φοβέρα,6,32693
φοίβης,6,32694
φοιτός,6,32695
φοριώ,6,32696
φοροεισπράκτορας,6,32697
φορτωθής,6,32698
φόρτωνος,6,32699
φορτώνεσαι,6,32700
φορτωτής,6,32701
φούγκα,6,32702
φουρκέτα,6,32703
φουρνάκι,6,32704
φουρός,6,32705
φραγκόσυκο,6,32706
φραγκφούρτη,6,32707
φρανκφούρτης,6,32708
φραντζολάκι,6,32709
φράξος,6,32710
φράξιμος,6,32711
φρασεολογία,6,32712
φροναρώ,6,32713
φρενιάζω,6,32714
φρεσκαρώ,6,32715
φρικάριση,6,32716
φροϋδικός,6,32717
προϋδικός,6,32718
φρουρέα,6,32719
φτερωτή,6,32720
φτυάρχω,6,32721
φυλλόβολο,6,32722
φύλλωμα,6,32723
φυσικότητα,6,32724
φύσιν,6,32725
φυσιολατρικός,6,32726
φυτευτώ,6,32727
φυτοζωώ,6,32728
φύτρωνη,6,32729
φωταγωγώ,6,32730
φωτεινότητα,6,32731
φώτιζη,6,32732
φωτογράφε,6,32733
χαβανέζα,6,32734
χαβούζα,6,32735
χάγης,6,32736
χανεύω,6,32737
χώζας,6,32738
χηιδεύω,6,32739
χάιδευα,6,32740
χαϊδευτώ,6,32741
χαλασάνω,6,32742
χαλάς,6,32743
χαλιέμαι,6,32744
χαλύβδινος,6,32745
χαλυβουργείο,6,32746
χαμηλόμισθος,6,32747
χάραγμα,6,32748
χαραμοφάηδα,6,32749
χαραυγή,6,32750
χαρακαταίνω,6,32751
χάριζος,6,32752
χαριτωμενιάς,6,32753
χάφω,6,32754
χειραφετημένος,6,32755
χειριζόμω,6,32756
χειροκροτής,6,32757
χειροτέχνημα,6,32758
χιλιετής,6,32759
χιλιοστόμετρο,6,32760
χιονόνερο,6,32761
χιτλερικός,6,32762
θιτλερικός,6,32763
χιτώνιος,6,32764
χλιμιντρίζω,6,32765
χλωμιάζω,6,32766
χλώμιαση,6,32767
χοιροτρόφος,6,32768
χοντροκέφαλης,6,32769
χορεύτριος,6,32770
χορήγησα,6,32771
χοροπήδα,6,32772
χορταράκι,6,32773
χορά,6,32774
χρεωθής,6,32775
χραώνω,6,32776
χριστουγεννινικός,6,32777
χρονομίτω,6,32778
χρονόμετρηση,6,32779
χρονοτριβώ,6,32780
χρυσαλλίδα,6,32781
χρυσοθήρης,6,32782
χρωματάκι,6,32783
χρώσταγα,6,32784
χτενίζομαι,6,32785
χτένιζω,6,32786
χτενιστώ,6,32787
χτεσινοβραδινά,6,32788
χτυπητής,6,32789
χτυπητήριος,6,32790
χυμώδα,6,32791
χωματερά,6,32792
χωραφιός,6,32793
χωριάζιζω,6,32794
χωριστής,6,32795
χωροχρονικός,6,32796
ψαροκροκέτης,6,32797
ραχουλεύω,6,32798
ψεκούμαι,6,32799
ψέκασμα,6,32800
ψευδίζω,6,32801
ψημένω,6,32802
ψησώ,6,32803
ψηφιοποιώ,6,32804
ψιλοκομμένος,6,32805
ψιχάλα,6,32806
ψιχαλίζω,6,32807
ζόνω,6,32808
γοφώ,6,32809
ψυχαγωγίζω,6,32810
ψύχομαι,6,32811
ψυχισμός,6,32812
ψυχοφθόρος,6,32813
ψώνιζας,6,32814
ψωνιστήρι,6,32815
ψωροπερήφανος,6,32816
ωκεανογράφος,6,32817
ωμότητα,6,32818
ωοθηκός,6,32819
ώριμός,6,32820
ωροσκόπι,6,32821
ωροσκόπος,6,32822
ωχρότητα,6,32823
αγριοκάτσικο,5,32824
αλώνι,5,32825
αναπληρώτρια,5,32826
αντιδιαστολή,5,32827
αποποίηση,5,32828
απόρροια,5,32829
γεωργιανή,5,32830
γνωμοδότηση,5,32831
διαχειριστικός,5,32832
διδάσκαλος,5,32833
δογματισμός,5,32834
δράττω,5,32835
εκδίωξη,5,32836
εκλεγμένος,5,32837
ενδεικτικός,5,32838
επιβαρυντικός,5,32839
επίμαχος,5,32840
επιτάφιος,5,32841
θεσμικός,5,32842
ιωάννινα,5,32843
καθεαυτός,5,32844
κομμουνιστικά,5,32845
λατρευτικός,5,32846
λιτότητα,5,32847
μονομερώς,5,32848
μυλωνάς,5,32849
μυστικοπαθής,5,32850
πολυσύχναστος,5,32851
πρόδρομος,5,32852
προκήρυξη,5,32853
προσάρτηση,5,32854
πρωτοβάθμιος,5,32855
στηριζόμενος,5,32856
συγκαταλέγω,5,32857
συμπερίληψη,5,32858
ταυτόχρονος,5,32859
φυσιολάτρης,5,32860
αβέρτα,5,32861
αβλεψία,5,32862
αβορίγινος,5,32863
αβύθιστος,5,32864
αγαλμάτινος,5,32865
άγαρμπη,5,32866
αγγλόφωνος,5,32867
άγεννητος,5,32868
αγέραστος,5,32869
άγεύω,5,32870
αγιοποιώ,5,32871
αγκαλιασμένος,5,32872
αγκίζω,5,32873
άγνω,5,32874
άγρα,5,32875
αγριεμένα,5,32876
άγρυπνα,5,32877
αγρύπτω,5,32878
αγχωμένος,5,32879
αγωγιάτης,5,32880
αγωγιμότητα,5,32881
αγωνιζόμενος,5,32882
αγωνιώδη,5,32883
αδαμάντιος,5,32884
αδαμαντωρυχείο,5,32885
αδειανά,5,32886
αδειανής,5,32887
αδέκαστου,5,32888
άδολο,5,32889
αδόμαι,5,32890
αδυνατής,5,32891
αεράτα,5,32892
αερόπορο,5,32893
αερόπορος,5,32894
αετίσια,5,32895
αετοφωλιά,5,32896
αηδονιός,5,32897
αθεΐα,5,32898
αθέλητα,5,32899
αθλείζω,5,32900
άθωση,5,32901
αιθιοπικός,5,32902
αιθούση,5,32903
αιμοληψία,5,32904
αιμομικτικός,5,32905
αιμοπέταλιο,5,32906
αιμορράγηση,5,32907
αιμοσφαιρίνη,5,32908
αινιγματικά,5,32909
αιολικός,5,32910
αϊτής,5,32911
αιφνιδίαζη,5,32912
αιχμαλωτίζης,5,32913
ακαθάρσια,5,32914
άκακας,5,32915
ακατονώνω,5,32916
ακέρω,5,32917
άκεφος,5,32918
ακολουθιός,5,32919
ακόρντος,5,32920
ακροάτρι,5,32921
ακρόδεκτης,5,32922
αλαλαγμός,5,32923
αλάνω,5,32924
άλγεβρα,5,32925
άλεθος,5,32926
αλέθω,5,32927
αλείπω,5,32928
άλεσμα,5,32929
αληθοφάνεια,5,32930
αλητάμπουρος,5,32931
αλκοόλη,5,32932
αλκοολούχος,5,32933
αλλαξοπίζω,5,32934
αλληλένδετος,5,32935
αλληλεπιδάζω,5,32936
αλληλοεξαρτώμενοι,5,32937
αλληλοσκοτωμός,5,32938
αλληλοτρώγω,5,32939
αλλοπρόσαλλος,5,32940
αλογόμυγα,5,32941
αλπινιστών,5,32942
άλτα,5,32943
αλφαβητάρι,5,32944
αλχήμεια,5,32945
αμαξοστάσιο,5,32946
αμβλεία,5,32947
αμειφθής,5,32948
αμερικανή,5,32949
αμερικανισμός,5,32950
αμεσότητα,5,32951
αμέσος,5,32952
αμιάντος,5,32953
αμύας,5,32954
αμούστακα,5,32955
αμπέλος,5,32956
αμπέχονο,5,32957
αμύητος,5,32958
αμυνόμουν,5,32959
αμαβάλλω,5,32960
αμφιβληστροείδει,5,32961
αμφιδρώ,5,32962
αμφίρροπος,5,32963
αμφισβητούσας,5,32964
αναβατήρας,5,32965
αναγάγω,5,32966
αναγεννητικός,5,32967
ανάγκαζας,5,32968
ανάγλυφη,5,32969
αναθρέφω,5,32970
αναιδώ,5,32971
ανακαινισμένος,5,32972
ανακάλης,5,32973
ανακατασκεύασα,5,32974
ανακατωσούρηδα,5,32975
ανακινώ,5,32976
ανακοίνωνος,5,32977
ανακολουθία,5,32978
ανακουφιστής,5,32979
ανακριτικά,5,32980
ανάκτορας,5,32981
αναλογιζόμαι,5,32982
αναμεταδώνω,5,32983
αναμίγω,5,32984
αναμορφωτής,5,32985
αναμπουμπούλα,5,32986
άνανδρο,5,32987
ανανέω,5,32988
αναξιόπιστα,5,32989
αναξιοπιστία,5,32990
αναπαλαιωμένος,5,32991
αναπαριστώ,5,32992
αναπαριστώνω,5,32993
αναπήρος,5,32994
αναπνώ,5,32995
αναπότρεπτος,5,32996
αναρμόδιο,5,32997
ανάρπαστος,5,32998
ανάρρωνος,5,32999
αναρρώνη,5,33000
ανάρω,5,33001
αναρωτιώ,5,33002
αναστάτωσα,5,33003
αναστενάζω,5,33004
αναστηλώνω,5,33005
ανασυντάσσομαι,5,33006
ανατίναζα,5,33007
ανατίναζος,5,33008
αναφαιρετώ,5,33009
αναψαταίνω,5,33010
αναψυκτήριο,5,33011
ανδρέπω,5,33012
ανδρέκω,5,33013
ανέβαζα,5,33014
ανελκύω,5,33015
ανέμελο,5,33016
ανέμη,5,33017
ανεμοδείκτης,5,33018
ανεμοπλάνος,5,33019
ανεμοσκόρπισμα,5,33020
ανένδοτη,5,33021
ανενέργος,5,33022
ανένταχτος,5,33023
ανέντιμα,5,33024
ανεξίτηλα,5,33025
ανεπαρκώς,5,33026
ανεπιστρεπτής,5,33027
ανεψί,5,33028
ανθοδέσμα,5,33029
ανθρωπόλογος,5,33030
ανθύω,5,33031
ανιχνευτώ,5,33032
ανοίξος,5,33033
ανοιχτέτε,5,33034
ανοιχτοχέρης,5,33035
ανόσι,5,33036
άνοσος,5,33037
ανοσολογικός,5,33038
ανοχύρωτος,5,33039
ανταλλακτήρια,5,33040
ανταλλάξιμος,5,33041
ανταμένω,5,33042
ανταπέδιδα,5,33043
αντάποκριση,5,33044
αντεπεύω,5,33045
αντεπιτέζω,5,33046
άντερο,5,33047
αντιασφυξιογός,5,33048
αντιβηχικός,5,33049
αντιγόνο,5,33050
αντιγραφέτω,5,33051
αντιδικώ,5,33052
αντιζηλία,5,33053
αντιθέτων,5,33054
αντικαθιστούς,5,33055
αντικαταθλιπτικό,5,33056
αντίκρισμα,5,33057
αντικρούω,5,33058
αντικυβερνήτης,5,33059
αντική,5,33060
αντιμάχω,5,33061
αντιμίλλω,5,33062
αντιόξινος,5,33063
αντιπαράσταση,5,33064
αντιπηκτικό,5,33065
αντιπροσωπεύση,5,33066
αντισεισμικός,5,33067
αντισηπτικός,5,33068
αντίστασος,5,33069
αντίστρεψη,5,33070
αντιστρέψιμος,5,33071
αντιστρόφως,5,33072
αντιτώ,5,33073
αντιτρομοκρατία,5,33074
άντρος,5,33075
αντρούλη,5,33076
ανυπολώ,5,33077
ανυψωνώ,5,33078
ανυψωμένος,5,33079
ανυψωτήρα,5,33080
αξέχαστα,5,33081
αξιοθάυμαι,5,33082
αξιομνημόνευτο,5,33083
αξιοπρόσεχτος,5,33084
απαγόρευα,5,33085
απαλεικνύω,5,33086
απαράδεχτος,5,33087
απαστράπτουσα,5,33088
απασφάλιση,5,33089
απάτητος,5,33090
απαχθείς,5,33091
απαχθέντος,5,33092
απίχω,5,33093
απελαθές,5,33094
απελευθερώνως,5,33095
απονείνω,5,33096
απεργοσπάστης,5,33097
απερίγρεπτος,5,33098
απεριόριστης,5,33099
απέριττος,5,33100
απεστάλμενος,5,33101
απήγγειλας,5,33102
απλανή,5,33103
απλήζω,5,33104
απλούστατος,5,33105
απλόχερος,5,33106
απλύτης,5,33107
αποβατικός,5,33108
αποβιβαστής,5,33109
αποβουτυρώνω,5,33110
απογοητείμανο,5,33111
αποδεκατισμός,5,33112
αποδεγχίμω,5,33113
αποδήμηση,5,33114
αποδιμώ,5,33115
αποδιοργανώ,5,33116
αποδιώκω,5,33117
αποδοτικά,5,33118
αποζητής,5,33119
αποθαρρυμένος,5,33120
αποθεραπεία,5,33121
αποθεραπεύω,5,33122
αποίκηση,5,33123
αποκαλουμένος,5,33124
αποκαρδιωτικός,5,33125
αποκάτω,5,33126
αποκοιμιάζω,5,33127
αποκομιδής,5,33128
αποκόμιση,5,33129
αποκορύφωση,5,33130
αποκοτία,5,33131
αποκούμπι,5,33132
αποκριά,5,33133
αποκριθός,5,33134
αποκρυπτογράνω,5,33135
αποκρυπτογραφόμαι,5,33136
αποκρυφιστής,5,33137
αποκωδικοποιές,5,33138
απολεσθεντος,5,33139
απολίνωση,5,33140
απολίτιζω,5,33141
απολλόδωρα,5,33142
απολλώνια,5,33143
απολύμανη,5,33144
απολείπομαι,5,33145
απολυταρχικός,5,33146
απομονώνη,5,33147
απομεζώ,5,33148
αποπειραθής,5,33149
αποπομπή,5,33150
αποπροσανατίσω,5,33151
απορρώ,5,33152
αποσαφώ,5,33153
αποσιώπω,5,33154
αποσταθεροποίηση,5,33155
αποστάκτηρα,5,33156
αποστειρωτικός,5,33157
αποστομωτικός,5,33158
αποστράγγιση,5,33159
αποστράτευση,5,33160
αποστρέφη,5,33161
αποταθής,5,33162
αποτεθώ,5,33163
αποτέτοια,5,33164
αποτροπή,5,33165
αποτύγχανος,5,33166
απουσιολόγιος,5,33167
αποφυλακιστής,5,33168
αποχαυνώνω,5,33169
αποψύγω,5,33170
απρίλης,5,33171
αραβόσιτο,5,33172
αραδιδρώ,5,33173
αραξέτω,5,33174
αργαλειος,5,33175
αργεντίνικο,5,33176
αργοπέπω,5,33177
άργους,5,33178
αργουσαίνω,5,33179
άργυρος,5,33180
άρεια,5,33181
αρθώ,5,33182
άρκεσος,5,33183
αρκιστώ,5,33184
αρμέγμα,5,33185
αρμένισσα,5,33186
αρμέζω,5,33187
αρπακτική,5,33188
άρπη,5,33189
αρρώμιαι,5,33190
αρχιεπισκόπος,5,33191
αρχιεργάτης,5,33192
αρχίμαστορας,5,33193
αρωματοθεραπεία,5,33194
ασετυλίνη,5,33195
ασήμαντης,5,33196
ασημένιας,5,33197
ασθενόφορος,5,33198
ασκέρι,5,33199
ασπαστώ,5,33200
άσπω,5,33201
ασπρόρουχα,5,33202
αστάρτη,5,33203
αστεϊσμός,5,33204
αστερίσκος,5,33205
αστιγματισμός,5,33206
άστοχα,5,33207
αστραγάλος,5,33208
αστρολογικά,5,33209
αστροναυτικός,5,33210
ασυγκράτητοι,5,33211
ασυναίσθητος,5,33212
ασυνεπής,5,33213
ασύνηθος,5,33214
ασυντόνιστος,5,33215
ασύω,5,33216
ασφαλίζομαι,5,33217
ασχημαίνω,5,33218
ασχημάτιστος,5,33219
ασχημούλης,5,33220
αταίριομαι,5,33221
ατένιζη,5,33222
ατένιση,5,33223
ατέρω,5,33224
ατίμαι,5,33225
ατιμωρώ,5,33226
ατμοποίηση,5,33227
αυγουλάκι,5,33228
αυθάδικος,5,33229
αυθημερός,5,33230
αυλάρχη,5,33231
άυλος,5,33232
αυλός,5,33233
αυριανής,5,33234
αυταπάταμαι,5,33235
αυταρέσκεια,5,33236
αυτάρεσκη,5,33237
αυτάρκεια,5,33238
αυτοκαταστραφώ,5,33239
αυτόκινητο,5,33240
αυτοσυγκεντέρω,5,33241
αυτοσχέδια,5,33242
αυτοσχεδία,5,33243
αφανιζώ,5,33244
αφανισμένος,5,33245
αφάνω,5,33246
αφγανικά,5,33247
αφγανό,5,33248
αφέτης,5,33249
άφιέρωνος,5,33250
αφιαρώνω,5,33251
αφιλόξενος,5,33252
αφοδεικνύω,5,33253
αφορολόγητος,5,33254
αφράτα,5,33255
άφταστος,5,33256
αφύλακτο,5,33257
άχωρ,5,33258
αχάτα,5,33259
αχθοφόρε,5,33260
αχλαδία,5,33261
αχρείαστη,5,33262
αχρησιμοποίητος,5,33263
αχρήστευση,5,33264
αψός,5,33265
άωτε,5,33266
βαριανασαίνης,5,33267
βελτιστοποίηση,5,33268
βιντεοπαιχνιδίος,5,33269
βιομηχανοποιώ,5,33270
βολιδοσκοπώ,5,33271
γάγγη,5,33272
γάγγραινας,5,33273
γαϊδουρινός,5,33274
γαλακτοκομείο,5,33275
γαλόπουλο,5,33276
γαμάς,5,33277
γαντζάκι,5,33278
γαργαλίζω,5,33279
γαρνιρίζω,5,33280
γαρνίρω,5,33281
γαστρικά,5,33282
γδάνω,5,33283
γδάρσιμα,5,33284
γδυνώ,5,33285
γδυώ,5,33286
γέλω,5,33287
γελάκιο,5,33288
γελιέμαι,5,33289
γελοιωδώς,5,33290
γενναιοψυχώ,5,33291
γεννησιμιό,5,33292
γιαλού,5,33293
γίγος,5,33294
γκαζόζας,5,33295
γκαρίζω,5,33296
