surface,lemma,upos
κληρίδης,κληρίδης,PROPN
κληρικών,κληρικός,NOUN
κληροδοτήσουμε,κληροδοτώ,VERB
κληρονομιά,κληρονομιά,NOUN
κλιματικούς,κλιματικός,ADJ
κλονίστηκαν,κλονίζω,VERB
κογκρέσο,κογκρέσο,NOUN
κογκρέσου,κογκρέσο,NOUN
κοιλάδα,κοιλάδα,NOUN
κοιλάδες,κοιλάδα,NOUN
κοινά,κοινός,ADJ
κοινές,κοινός,ADJ
κοινή,κοινός,ADJ
κοινής,κοινός,ADJ
κοινοβουλίου,κοινοβούλιο,NOUN
κοινοβουλίων,κοινοβούλιο,NOUN
κοινοβουλευτική,κοινοβουλευτικός,ADJ
κοινοβουλευτικής,κοινοβουλευτικός,ADJ
κοινοβουλευτικοί,κοινοβουλευτικός,ADJ
κοινοβουλευτικού,κοινοβουλευτικός,ADJ
κοινοβουλευτικό,κοινοβουλευτικός,ADJ
κοινοβουλευτικών,κοινοβουλευτικός,ADJ
κοινοβούλια,κοινοβούλιο,NOUN
κοινοβούλιο,κοινοβούλιο,NOUN
κοινοποίηση,κοινοποίηση,NOUN
κοινοποίησης,κοινοποίηση,NOUN
κοινοπραξιών,κοινοπραξία,NOUN
κοινοτήτων,κοινότητα,NOUN
κοινοτικά,κοινοτικός,ADJ
κοινοτική,κοινοτικός,ADJ
κοινοτικής,κοινοτικός,ADJ
κοινοτικού,κοινοτικός,ADJ
κοινοτικό,κοινοτικός,ADJ
κοινοτικών,κοινοτικός,ADJ
κοινού,κοινό,NOUN
κοινωνία,κοινωνία,NOUN
κοινωνίας,κοινωνία,NOUN
κοινωνικά,κοινωνικά,ADV
κοινωνικά,κοινωνικός,ADJ
κοινωνικές,κοινωνικός,ADJ
κοινωνική,κοινωνικός,ADJ
κοινωνικής,κοινωνικός,ADJ
κοινωνικούς,κοινωνικός,ADJ
κοινωνικό,κοινωνικός,ADJ
κοινωνικός,κοινωνικός,ADJ
κοινωνικών,κοινωνικός,ADJ
κοινό,κοινό,NOUN
κοινό,κοινός,ADJ
κοινότητα,κοινότητα,NOUN
κοινότητας,κοινότητα,NOUN
κοινότητες,κοινότητα,NOUN
κοινών,κοινός,ADJ
κοιτάζει,κοιτάζω,VERB
κοιτάζουμε,κοιτάζω,VERB
κοιτάσματα,κοίτασμα,NOUN
κολοκοτρώνη,κολοκοτρώνης,PROPN
κολπίσκους,κολπίσκος,NOUN
κολυμπήσετε,κολυμπώ,VERB
κολύμπι,κολύμπι,NOUN
κομμάτι,κομμάτι,NOUN
κομμάτων,κόμμα,NOUN
κομματικά,κομματικός,ADJ
κομματική,κομματικός,ADJ
κομμουνισμού,κομμουνισμός,NOUN
κομμουνιστές,κομμουνιστής,NOUN
κομμουνιστικά,κομμουνιστικά,ADJ
κομμουνιστικά,κομμουνιστικός,ADJ
κομμουνιστικές,κομμουνιστικός,ADJ
κομμουνιστικής,κομμουνιστικός,ADJ
κομμουνιστικού,κομμουνιστικός,ADJ
κομμουνιστικό,κομμουνιστικός,ADJ
κομοτηνή,κομοτηνή,PROPN
κομουνισμό,κομουνισμός,NOUN
κομουνιστές,κομουνιστής,ADJ
κομουνιστές,κομουνιστής,NOUN
κομουνιστή,κομουνιστής,ADJ
κομουνιστής,κομουνιστής,ADJ
κομπίνες,κομπίνα,NOUN
κονγκολέζων,κονγκολέζος,PROPN
κονδυλίων,κονδύλιο,NOUN
κονδύλιο,κονδύλιο,NOUN
κοντά,κοντά,ADV
κοντινά,κοντινός,ADJ
κοντινή,κοντινός,ADJ
κοντινό,κοντινός,ADJ
κοντύτερα,κοντά,ADV
κοπεγχάγης,κοπεγχάγη,PROPN
κοπτικής,κοπτικός,ADJ
κορέα,κορέα,PROPN
κορέας,κορέα,PROPN
κορίνθιους,κορίνθιος,PROPN
κορίτσια,κορίτσι,NOUN
κορινθίων,κορίνθιος,PROPN
κοριννός,κοριννός,PROPN
κορυφές,κορυφή,NOUN
κορυφή,κορυφή,NOUN
κορυφής,κορυφή,NOUN
κορυφαίος,κορυφαίος,ADJ
κορυφώ,κορυφώ,PROPN
κορυφών,κορυφή,NOUN
κορυφώνεται,κορυφώνω,VERB
κορφού,κορφού,PROPN
κοσμήματα,κόσμημα,NOUN
κοσμικού,κοσμικός,ADJ
κοστίζει,κοστίζω,VERB
κουανγκτόνγκ,κουανγκτόνγκ,PROPN
κουβέρτες,κουβέρτα,NOUN
κουβανικές,κουβανικός,ADJ
κουβανική,κουβανικός,ADJ
κουβανικής,κουβανικός,ADJ
κουβανικών,κουβανικός,ADJ
κουβανοί,κουβανός,PROPN
κουβανούς,κουβανός,PROPN
κουβανό,κουβανός,PROPN
κουκουναριές,κουκουναριά,NOUN
κουκουναριές,κουκουναριά,PROPN
κουκουναριών,κουκουναριά,PROPN
κουλτούρα,κουλτούρα,NOUN
κουμπύλη,κουμπύλη,PROPN
κουντουριώτη,κουντουριώτης,PROPN
κουντουριώτης,κουντουριώτης,PROPN
κουρσάρους,κουρσάρος,NOUN
κούβα,κούβα,PROPN
κούβας,κούβα,PROPN
κούνια,κούνια,NOUN
κούραση,κούραση,NOUN
κούρος,κούρος,NOUN
κράτη,κράτος,NOUN
κράτησαν,κρατώ,VERB
κράτησε,κρατώ,VERB
κράτησης,κράτηση,NOUN
κράτος,κράτος,NOUN
κράτους,κράτος,NOUN
κρέας,κρέας,NOUN
κρήτη,κρήτη,PROPN
κρήτης,κρήτη,PROPN
κρίθηκε,κρίνω,VERB
κρίκος,κρίκος,NOUN
κρίνει,κρίνω,VERB
κρίνουμε,κρίνω,VERB
κρίση,κρίση,NOUN
κρίσης,κρίση,NOUN
κρίσιμες,κρίσιμος,ADJ
κρίσιμη,κρίσιμος,ADJ
κρακοβία,κρακοβία,PROPN
κρανίου,κρανίο,NOUN
κρασά,κρασάς,PROPN
κρασί,κρασί,NOUN
κρατά,κρατώ,VERB
κρατήσεις,κράτηση,NOUN
κρατίδια,κρατίδιο,NOUN
κρατικά,κρατικός,ADJ
κρατικές,κρατικός,ADJ
κρατικής,κρατικός,ADJ
κρατικοποίηση,κρατικοποίηση,NOUN
κρατικού,κρατικός,ADJ
κρατικό,κρατικός,ADJ
κρατικών,κρατικός,ADJ
κρατουμένων,κρατούμενος,NOUN
κρατούμενοι,κρατούμενος,NOUN
κρατούμενος,κρατούμενος,NOUN
κρατούμενους,κρατούμενος,NOUN
κρατούσαν,κρατώ,VERB
κρατούσε,κρατώ,VERB
κρατών,κράτος,ADJ
κρατών,κράτος,NOUN
κραυγών,κραυγή,NOUN
κρεατάλευρα,κρεατάλευρο,NOUN
κρεμασμένο,κρεμώ,VERB
κρεμλίνο,κρεμλίνο,PROPN
κρηνίδες,κρηνίδες,PROPN
κρητική,κρητική,ADJ
κρητική,κρητικός,ADJ
κρητικοί,κρητικός,PROPN
κρητικού,κρητικός,ADJ
κρητικούς,κρητικός,PROPN
κρητικό,κρητικός,ADJ
κρητικών,κρητικός,PROPN
κριμαία,κριμαία,PROPN
κριμαίας,κριμαία,PROPN
κριμαϊκού,κριμαϊκός,ADJ
κριτήρια,κριτήριο,NOUN
κριτήριο,κριτήριο,NOUN
κριτηρίου,κριτήριο,NOUN
κριτηρίων,κριτήριο,NOUN
κριτική,κριτική,NOUN
κριτικής,κριτική,NOUN
κροατία,κροατία,PROPN
κρούσματα,κρούσμα,NOUN
κρύο,κρύο,NOUN
κτήριο,κτήριο,NOUN
κτίριά,κτίριο,NOUN
κτίρια,κτίριο,NOUN
κτίριο,κτίριο,NOUN
κτίσμα,κτίσμα,NOUN
κτίσματα,κτίσμα,NOUN
κτίστηκε,κτίζω,VERB
κτηνιατρικών,κτηνιατρικός,ADJ
κτιρίου,κτίριο,NOUN
κτιρίων,κτίριο,NOUN
κτιριακό,κτιριακός,ADJ
κτισμάτων,κτίσμα,NOUN
κτισμένο,κτίζω,VERB
κυβέρνησή,κυβέρνηση,NOUN
κυβέρνηση,κυβέρνηση,NOUN
κυβέρνησης,κυβέρνηση,NOUN
κυβερνήσεις,κυβέρνηση,NOUN
κυβερνήσεων,κυβέρνηση,NOUN
κυβερνήτης,κυβερνήτης,NOUN
κυβερνητικές,κυβερνητικός,ADJ
κυβερνητικού,κυβερνητικός,ADJ
κυβερνητικών,κυβερνητικός,ADJ
κυκλάδων,κυκλάδες,PROPN
κυκλαδίτικη,κυκλαδίτικος,ADJ
κυκλαδίτικο,κυκλαδίτικος,ADJ
κυκλοφορήσει,κυκλοφορώ,VERB
κυκλοφορία,κυκλοφορία,NOUN
κυκλοφορία·,κυκλοφορία·,NOUN
κυκλοφορίας,κυκλοφορία,NOUN
κυκλοφορεί,κυκλοφορώ,VERB
κυκλοφοριακή,κυκλοφοριακός,ADJ
κυκλοφορικά,κυκλοφορικός,ADJ
κυκλοφορούν,κυκλοφορώ,VERB
κυκλοφορούντων,κυκλοφορών,ADJ
κυλά,κυλώ,VERB
κυνήγι,κυνήγι,NOUN
κυπρίων,κύπριος,PROPN
κυπριακής,κυπριακός,ADJ
κυπριακού,κυπριακός,ADJ
κυπριακών,κυπριακός,ADJ
κυρά,κυρά,NOUN
κυρά-παναγιάς,κυρά-παναγιά,PROPN
κυρία,κυρία,NOUN
κυρίας,κυρία,NOUN
κυρίες,κυρία,NOUN
κυρίους,κύριος,NOUN
κυρίων,κύριος,NOUN
κυρίως,κυρίως,ADV
κυριακάτικη,κυριακάτικος,ADJ
κυριακή,κυριακή,NOUN
κυριακής,κυριακή,NOUN
κυριαρχία,κυριαρχία,NOUN
κυριαρχίας,κυριαρχία,NOUN
κυριαρχεί,κυριαρχώ,VERB
κυριαρχούν,κυριαρχώ,VERB
κυριολεξία,κυριολεξία,NOUN
κυριότερους,κύριος,ADJ
κυρώσει,κυρώνω,VERB
κυρώσεις,κύρωση,NOUN
κυρώσεων,κύρωση,NOUN
κυρώσεών,κύρωση,NOUN
κυτίο,κυτίο,NOUN
κυττάρων,κύτταρο,NOUN
κωδικογράφων,κωδικογράφος,NOUN
κωδικό,κωδικός,ADJ
κωνσταντίνο,κωνσταντίνος,PROPN
κωνσταντίνος,κωνσταντίνος,PROPN
κωνσταντινούπολη,κωνσταντινούπολη,PROPN
κωνσταντινούπολης,κωνσταντινούπολη,PROPN
κόγχη,κόγχη,NOUN
κόκκινα,κόκκινος,ADJ
κόκκινη,κόκκινος,ADJ
κόκκινο,κόκκινος,ADJ
κόκκινους,κόκκινος,ADJ
κόλπο,κόλπο,NOUN
κόλπο,κόλπος,NOUN
κόλπου,κόλπος,NOUN
κόμβο,κόμβος,NOUN
κόμμα,κόμμα,NOUN
κόμματα,κόμμα,NOUN
κόμματος,κόμμα,NOUN
κόπο,κόπος,NOUN
κόπτες,κόπτης,NOUN
κόρη,κόρη,NOUN
κόρινθος,κόρινθος,PROPN
κόσμο,κόσμος,NOUN
κόσμος,κόσμος,NOUN
κόσμου,κόσμος,NOUN
κόσοβο,κόσοβο,PROPN
κόστος,κόστος,NOUN
κόστους,κόστος,NOUN
κύβου,κύβος,NOUN
κύθνος,κύθνος,PROPN
κύκλο,κύκλος,NOUN
κύκλος,κύκλος,NOUN
κύκλους,κύκλος,NOUN
κύκλωμα,κύκλωμα,NOUN
κύκλωσαν,κυκλώνω,VERB
κύκνοι,κύκνος,NOUN
κύμα,κύμα,NOUN
κύματα,κύμα,NOUN
κύμη,κύμη,PROPN
κύπρο,κύπρος,PROPN
κύπρος,κύπρος,PROPN
κύπρου,κύπρος,PROPN
κύρια,κύριος,ADJ
κύριε,κύριος,NOUN
κύριες,κύριος,ADJ
κύριο,κύριος,ADJ
κύριοι,κύριος,NOUN
κύριος,κύριος,ADJ
κύριος,κύριος,NOUN
κώδικα,κώδικας,NOUN
κώδικας,κώδικας,NOUN
κώδικες,κώδικας,NOUN
κώμη,κώμη,NOUN
λ'άκουιλα,λ'άκουιλα,PROPN
λάβαμε,λαμβάνω,VERB
λάβατε,λαμβάνω,VERB
λάβει,λαμβάνω,VERB
λάβετε,λαμβάνω,VERB
λάβουμε,λαμβάνω,VERB
λάβουν,λαμβάνω,VERB
λάβω,λαμβάνω,VERB
λάδια,λάδι,NOUN
λάθη,λάθος,NOUN
λάθος,λάθος,NOUN
λάμπρος,λάμπρος,PROPN
λάτρεις,λάτρης,NOUN
λέγαμε,λέγω,VERB
λέγοντας,λέγω,VERB
λέει,λέγω,VERB
λέμε,λέγω,VERB
λένε,λέγω,VERB
λέξη,λέξη,NOUN
λήγει,λήγω,VERB
λήξη,λήξη,NOUN
λήξης,λήξη,NOUN
λήφθηκαν,λαμβάνω,VERB
λήψη,λήψη,NOUN
λήψης,λήψη,NOUN
λίγα,λίγος,ADJ
λίγες,λίγος,ADJ
λίγο,λίγο,ADV
λίγο,λίγος,ADJ
λίγων,λίγος,ADJ
λίθο,λίθος,NOUN
λίμνες,λίμνη,NOUN
λίμνη,λίμνη,NOUN
λίνδο,λίνδος,PROPN
λίνδου,λίνδος,PROPN
λίον,λίον,PROPN
λίστα,λίστα,NOUN
λίστας,λίστα,NOUN
λαβή,λαβή,NOUN
λαζαριστών,λαζαριστής,PROPN
λαθρεμπόριο,λαθρεμπόριο,NOUN
λαμβάνει,λαμβάνω,VERB
λαμβάνεται,λαμβάνω,VERB
λαμβάνονται,λαμβάνω,VERB
λαμβάνονταν,λαμβάνω,VERB
λαμβάνοντας,λαμβάνω,VERB
λαμβάνουμε,λαμβάνω,VERB
λαμβάνουν,λαμβάνω,VERB
λαμπρό,λαμπρός,ADJ
λανθασμένο,λανθασμένος,ADJ
λαοί,λαός,NOUN
λαογραφικό,λαογραφικός,ADJ
λαού,λαός,NOUN
λαούς,λαός,NOUN
λατινική,λατινικός,ADJ
λατινικό,λατινικός,ADJ
λατομεία,λατομείο,NOUN
λατρεία,λατρεία,NOUN
λατρείας,λατρεία,NOUN
λατρευτική,λατρευτικός,ADJ
λαφυραγωγούσε,λαφυραγωγώ,VERB
λαϊκή,λαϊκός,ADJ
λαϊκής,λαϊκός,ADJ
λαϊκισμού,λαϊκισμός,NOUN
λαϊκού,λαϊκός,ADJ
λαϊκό,λαϊκός,ADJ
λαϊκός,λαϊκός,ADJ
λαό,λαός,NOUN
λαός,λαός,NOUN
λαύριο,λαύριο,PROPN
λαών,λαός,NOUN
λε,λε,PROPN
λείπει,λείπω,VERB
λείψει,λείπω,VERB
λεγόμενες,λεγόμενος,ADJ
λεγόμενη,λεγόμενος,ADJ
λεγόμενο,λεγόμενος,ADJ
λεγόμενος,λεγόμενος,ADJ
λεγόμενους,λεγόμενος,ADJ
λεγόμενων,λεγόμενος,ADJ
λειτουργήματος,λειτούργημα,NOUN
λειτουργήσει,λειτουργώ,VERB
λειτουργία,λειτουργία,NOUN
λειτουργίας,λειτουργία,NOUN
λειτουργίες,λειτουργία,NOUN
λειτουργεί,λειτουργώ,VERB
λειτουργιών,λειτουργία,NOUN
λειτουργούμε,λειτουργώ,VERB
λειτουργούν,λειτουργώ,VERB
λειτούργησε,λειτουργώ,VERB
λεκανοπέδιο,λεκανοπέδιο,NOUN
λεπτά,λεπτό,NOUN
λεπτομέρειές,λεπτομέρεια,NOUN
λεπτομέρειες,λεπτομέρεια,NOUN
λεπτομερή,λεπτομερής,ADJ
λεπτομερείς,λεπτομερής,ADJ
λεπτομερειών,λεπτομέρεια,NOUN
λεπτομερούς,λεπτομερής,ADJ
λεπτομερώς,λεπτομερώς,ADV
λεπτό,λεπτό,NOUN
λευκές,λευκός,ADJ
λευκή,λευκός,ADJ
λευκής,λευκός,ADJ
λευκορωσία,λευκορωσία,PROPN
λευκού,λευκός,NOUN
λευκωσίας,λευκωσία,PROPN
λευκό,λευκός,ADJ
λευκός,λευκός,ADJ
λεωφορεία,λεωφορείο,NOUN
λεωφορείο,λεωφορείο,NOUN
λεωφορείων,λεωφορείο,NOUN
λησμονούμε,λησμονώ,VERB
ληφθεί,λαμβάνω,VERB
λιαρδόμια,λιαρδόμια,PROPN
λιβερία,λιβερία,PROPN
λιβύη,λιβύη,PROPN
λιβύης,λιβύη,PROPN
λιγοστές,λιγοστός,ADJ
λιγοστεύουν,λιγοστεύω,VERB
λιγοστούς,λιγοστός,ADJ
λιγότερα,λίγος,ADJ
λιγότερες,λίγος,ADJ
λιγότερης,λίγος,ADJ
λιγότερο,λίγο,ADV
λιθοσκέπαστες,λιθοσκέπαστος,ADJ
λιθουανία,λιθουανία,PROPN
λιμάνι,λιμάνι,NOUN
λιμάνια,λιμάνι,NOUN
λιμένα,λιμένας,PROPN
λιμενικού,λιμενικός,ADJ
λιμνούλες,λιμνούλα,NOUN
λιμνών,λίμνη,NOUN
λιοντάρι,λιοντάρι,NOUN
λιοτρίβια,λιοτρίβι,NOUN
λιου,λιου,PROPN
λισαβόνας,λισαβόνα,PROPN
λισαβόνας,λισσαβώνα,PROPN
λιτότητας,λιτότητα,NOUN
λογαριασμού,λογαριασμός,NOUN
λογαριασμό,λογαριασμός,NOUN
λογαριασμός,λογαριασμός,NOUN
λογαριασμών,λογαριασμός,NOUN
λογικό,λογικός,ADJ
λογισμικό,λογισμικό,ADJ
λογιστική,λογιστικός,ADJ
λογιστικής,λογιστική,NOUN
λογοδοσίας,λογοδοσία,NOUN
λογοδοτεί,λογοδοτώ,VERB
λοιπά,λοιπός,ADJ
λοιπές,λοιπός,ADJ
λοιπόν,λοιπόν,ADV
λοιπών,λοιπός,ADJ
λουιζιάνα,λουιζιάνα,PROPN
λουκάς,λουκάς,PROPN
λουλουδιασμένες,λουλουδιασμένος,ADJ
λουλουδιών,λουλούδι,NOUN
λουλούδια,λουλούδι,NOUN
λουξεμβούργο,λουξεμβούργο,PROPN
λουξεμβούργου,λουξεμβούργο,PROPN
λουτρά,λουτρό,NOUN
λουτρό,λουτρό,NOUN
λοχαγός,λοχαγός,NOUN
λυγίσει,λυγίζω,VERB
λυδίας,λυδία,PROPN
λυθούν,λύνω,VERB
λυπάμαι,λυπούμαι,VERB
λυπηρό,λυπηρός,ADJ
λόγια,λόγος,NOUN
λόγιος,λόγιος,ADJ
λόγο,λόγος,NOUN
λόγοι,λόγος,NOUN
λόγος,λόγος,NOUN
λόγου,λόγος,NOUN
λόγους,λόγος,NOUN
λόγω,λόγος,NOUN
λόγω,λόγω,ADP
λόγω,λόγω,NOUN
λόμπι,λόμπι,NOUN
λόφοι,λόφος,NOUN
λόφου,λόφος,NOUN
λόφους,λόφος,NOUN
λόχος,λόχος,ADJ
λόχος,λόχος,NOUN
λύκοι,λύκος,NOUN
λύκος,λύκος,NOUN
λύνει,λύνω,VERB
λύπη,λύπη,NOUN
λύσει,λύνω,VERB
λύσεις,λύση,NOUN
λύση,λύση,NOUN
λύσουμε,λύνω,VERB
λύτρωσης,λύτρωση,NOUN
μ',με,ADP
μάθησης,μάθηση,NOUN
μάθουμε,μαθαίνω,VERB
μάιο,μάιος,PROPN
μάλι,μάλι,PROPN
μάλικι,μάλικι,PROPN
μάλιστα,μάλιστα,ADV
μάλλον,μάλλον,ADV
μάλτα,μάλτα,PROPN
μάρκα,μάρκο,NOUN
μάρκες,μάρκα,NOUN
μάρκο,μάρκο,NOUN
μάρκου,μάρκο,NOUN
μάρκου,μάρκος,PROPN
μάρτιο,μάρτιος,PROPN
μάρτιου,μάρτιος,PROPN
μάρτυρες,μάρτυρας,NOUN
μάστιγα,μάστιγα,NOUN
μάτι,μάτι,NOUN
μάτια,μάτι,NOUN
μάχες,μάχη,NOUN
μάχη,μάχη,NOUN
μάχης,μάχη,NOUN
μέγαρο,μέγαρο,NOUN
μέγεθος,μέγεθος,NOUN
μέγιστη,μεγάλος,ADJ
μέγιστης,μεγάλος,ADJ
μέθοδο,μέθοδος,NOUN
μέθοδοι,μέθοδος,NOUN
μέθοδος,μέθοδος,NOUN
μέλη,μέλος,NOUN
μέλημά,μέλημα,NOUN
μέλλον,μέλλον,NOUN
μέλος,μέλος,NOUN
μέλους,μέλος,NOUN
μένα,εγώ,PRON
μένει,μένω,VERB
μένουμε,μένω,VERB
μένουν,μένω,VERB
μέρα,μέρα,NOUN
μέρει,μέρει,NOUN
μέρες,μέρα,NOUN
μέρη,μέρος,NOUN
μέρος,μέρος,NOUN
μέρους,μέρος,NOUN
μέσα,μέσα,ADV
μέσα,μέσο,NOUN
μέσα,μέσος,NOUN
μέση,μέσος,ADJ
μέσης,μέσος,ADJ
μέσο,μέσο,NOUN
μέσο,μέσος,ADJ
μέσο,μέσος,NOUN
μέσος,μέσος,ADJ
μέσου,μέσο,NOUN
μέσω,μέσο,NOUN
μέσω,μέσω,ADP
μέσων,μέσο,NOUN
μέτρα,μέτρο,NOUN
μέτρησαν,μετρώ,VERB
μέτρο,μέτρο,NOUN
μέτρου,μέτρο,NOUN
μέτρων,μέτρο,NOUN
μέτωπο,μέτωπο,NOUN
μέχρι,μέχρι,ADP
μήκος,μήκος,NOUN
μήκους,μήκος,NOUN
μήλος,μήλος,PROPN
μήνα,μήνας,NOUN
μήνες,μήνας,NOUN
μήνυμά,μήνυμα,NOUN
μήνυμα,μήνυμα,NOUN
μήπως,μήπως,ADV
μία,ένας,ADJ
μία,ένας,DET
μία,ένας,PRON
μίας,ένας,DET
μίλησαν,μιλώ,VERB
μίλησε,μιλώ,VERB
μίλια,μίλι,NOUN
μίσος,μίσος,NOUN
μαΐου,μάιος,PROPN
μαγεία,μαγεία,NOUN
μαγευτική,μαγευτικός,ADJ
μαγευτικό,μαγευτικός,ADJ
μαγεύει,μαγεύω,VERB
μαγεύουν,μαγεύω,VERB
μαγκρέμπ,μαγκρέμπ,PROPN
μαγνητική,μαγνητικός,ADJ
μαδρίτη,μαδρίτη,PROPN
μαζέψουμε,μαζεύω,VERB
μαζί,μαζί,ADV
μαζική,μαζικός,ADJ
μαζικών,μαζικός,ADJ
μαθησιακούς,μαθησιακός,ADJ
μαθητές,μαθητής,NOUN
μαθητή,μαθητής,NOUN
μαθητής,μαθητής,NOUN
μαθητών,μαθητής,NOUN
μακάβριες,μακάβριος,ADJ
μακεδονία,μακεδονία,PROPN
μακεδονίας,μακαεδονία,PROPN
μακεδονίας,μακεδονία,PROPN
μακεδονική,μακεδονικός,ADJ
μακεδονικής,μακεδονικός,ADJ
μακεδονικού,μακεδονικός,ADJ
μακεδονικό,μακεδονικός,ADJ
μακεδόνες,μακεδόνας,NOUN
μακεδόνες,μακεδόνας,PROPN
μακελειό,μακελειό,NOUN
μακρά,μακρύς,ADJ
μακράς,μακρύς,ADJ
μακριά,μακριά,ADV
μακροβιότερος,μακρόβιος,ADJ
μακροπρόθεσμα,μακροπρόθεσμα,ADV
μακροπρόθεσμες,μακροπρόθεσμος,ADJ
μακροπρόθεσμη,μακροπρόθεσμος,ADJ
μακρού,μακρύς,ADJ
μακρόπνοοι,μακρόπνοος,ADJ
μακρόχρονη,μακροχρόνιος,ADJ
μακρύγιαλος,μακρύγιαλος,PROPN
μακρών,μακρύς,ADJ
μαλάξα,μαλάξα,PROPN
μαλακανάνγκ,μαλακανάνγκ,PROPN
μανίλα,μανίλα,PROPN
μανδράκι,μανδράκι,PROPN
μαρίνα,μαρίνα,PROPN
μαραθώνιων,μαραθώνιος,ADJ
μαργαρίτης,μαργαρίτης,NOUN
μαριάνες,μαριάνες,PROPN
μαρμάρου,μάρμαρο,NOUN
μαρμάρων,μάρμαρο,NOUN
μαρμαρά,μαρμαράς,PROPN
μαρξιστή-λενινιστή,μαρξιστής-λενινιστής,ADJ
μαρξιστής,μαρξιστής,ADJ
μαρτίου,μάρτιος,PROPN
μαρτυρείται,μαρτυρώ,VERB
μαρτυρούν,μαρτυρώ,VERB
μαρόκο,μαρόκο,PROPN
μας,εγώ,PRON
μας,μου,PRON
μαστίζει,μαστίζω,VERB
μαστιλίτσας,μαστιλίτσα,PROPN
ματαιώσει,ματαιώνω,VERB
ματιά,ματιά,NOUN
μαυριτανών,μαυριτανός,PROPN
μαυροβούνιο,μαυροβούνιο,PROPN
μαυροβούνιος,μαυροβούνιος,ADJ
μαυρονόρος,μαυρονόρος,PROPN
μαυροπετρίτης,μαυροπετρίτης,ADJ
μαφιόζων,μαφιόζος,NOUN
μαχητών,μαχητός,ADJ
μαχμούντ,μαχμούντ,PROPN
μαύρον,μαύρος,ADJ
μαύρος,μαύρος,PROPN
με,εγώ,PRON
με,με,ADP
μείζονα,μεγάλος,ADJ
μείζονες,μεγάλος,ADJ
μείνει,μένω,VERB
μείνουν,μένω,VERB
μείωσε,μειώνω,VERB
μείωση,μείωση,NOUN
μεγάλα,μεγάλος,ADJ
μεγάλες,μεγάλος,ADJ
μεγάλη,μεγάλος,ADJ
μεγάλης,μεγάλος,ADJ
μεγάλο,μεγάλος,ADJ
μεγάλος,μεγάλος,ADJ
μεγάλου,μεγάλος,ADJ
μεγάλους,μεγάλος,ADJ
μεγάλων,μεγάλος,ADJ
μεγάρου,μέγαρο,NOUN
μεγαλομέτοχος,μεγαλομέτοχος,NOUN
μεγαλύτερα,μεγάλος,ADJ
μεγαλύτερες,μεγάλος,ADJ
μεγαλύτερη,μεγάλος,ADJ
μεγαλύτερης,μεγάλος,ADJ
μεγαλύτερο,μεγάλος,ADJ
μεγαλύτερου,μεγάλος,ADJ
μεγιστοποίηση,μεγιστοποίηση,NOUN
μεγιστοποιήσουμε,μεγιστοποιώ,VERB
μεθαύριο,μεθαύριο,ADV
μεθεπομένη,μεθεπόμενος,ADJ
μεθοδολογία,μεθοδολογία,NOUN
μεθοδολογιών,μεθοδολογία,NOUN
μεθόδευση,μεθόδευση,NOUN
μεθόδων,μέθοδος,NOUN
μειονεκτήματα,μειονέκτημα,NOUN
μειονεκτική,μειονεκτικός,ADJ
μειονότητα,μειονότητα,NOUN
μειονότητας,μειονότητα,NOUN
μειονότητες,μειονότητα,NOUN
μειοψηφία,μειοψηφία,NOUN
μειοψηφίας,μειοψηφία,NOUN
μειωθούν,μειώνω,VERB
μειωμένες,μειώνω,VERB
μειώθηκαν,μειώνω,VERB
μειώνει,μειώνω,VERB
μειώσουμε,μειώνω,VERB
μελέτες,μελέτη,NOUN
μελέτη,μελέτη,NOUN
μελέτης,μελέτη,NOUN
μελήματα,μέλημα,NOUN
μελετήσει,μελετώ,VERB
μελετήσουν,μελετώ,VERB
μελετούσε,μελετώ,VERB
μελετώντας,μελετώ,VERB
μελιού,μελιός,NOUN
μελλοντικά,μελλοντικά,ADV
μελλοντικές,μελλοντικός,ADJ
μελλοντική,μελλοντικός,ADJ
μελλοντικού,μελλοντικός,ADJ
μελλοντικών,μελλοντικός,ADJ
μελών,μέλος,NOUN
μεμονωμένη,μεμονωμένος,ADJ
μεμονωμένων,μεμονωμένος,ADJ
μεν,μεν,ADV
μεντβέντεφ,μεντβέντεφ,PROPN
μεξικού,μεξικό,PROPN
μεξικό,μεξικό,PROPN
μερικά,μερικοί,DET
μερικά,μερικοί,PRON
μερικές,μερικοί,DET
μερικές,μερικοί,PRON
μερικής,μερικός,ADJ
μερικοί,μερικοί,PRON
μερικών,μερικοί,DET
μερικώς,μερικώς,ADV
μεριμνούμε,μεριμνώ,VERB
μερκάλι,μερκάλι,NOUN
μερών,μέρος,NOUN
μεσάζοντας,μεσάζοντας,NOUN
μεσάνυχτα,μεσάνυχτα,NOUN
μεσαία,μεσαίος,ADJ
μεσαίες,μεσαίος,ADJ
μεσαίωνα,μεσαίωνας,PROPN
μεσαιωνική,μεσαιωνικός,ADJ
μεσαιωνικής,μεσαιωνικός,ADJ
μεσαιωνικό,μεσαιωνικός,ADJ
μεσαιωνικών,μεσαιωνικός,ADJ
μεσαιωνκής,μεσαιωνκός,ADJ
μεσημέρι,μεσημέρι,NOUN
μεσογείου,μεσόγειος,PROPN
μεσογειακή,μεσογειακός,ADJ
μεσολάβησή,μεσολάβηση,NOUN
μεσολαβήσουμε,μεσολαβώ,VERB
